页码,商品ID,商品标题,国补后价格,店铺名称,商品链接,付款人数,品牌,付款金额,2025-08-15_Price,2025-08-15_Main_Image_URL,热水器海尔型号,尺寸,售后服务,防冻功能,毛重,智能控制,保修年限,排烟方式,热水器安装要求,包装尺寸,能效等级,净重,是否防冻,恒温类型,产地,热水器燃气类型,材质,是否恒温,堆码层数极限,必备安装配件,系列,控制方式,功率,颜色分类,3C证书编号,保修期,热水器美的型号,热水器万和型号,上市时间,能效备案号,热水器升位,热水器万家乐型号,生产企业,物流配送安装服务,安装服务,出水方式,型号,燃料种类,款式,功能,热水器能率型号,安装方式,智能类型,省份,地市,电线截面要求,加热功率,工作电压,采购地,热水产率（L/min）,产品类型,热效率（%）,适用人数,配套附带
11,6.1215E+11,美的电热水器WA1家用卫生间洗澡40/50/60升出租节能速热出品华凌,288.15,美的官方旗舰店,https://detail.tmall.com/item.htm?id=612149637277&ns=1&detail_redpacket_pop=true&query=%E7%87%83%E6%B0%94%20%E7%83%AD%E6%B0%B4%E5%99%A8&xxc=ad_ztc&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=c4ce7c04c9b6c08565fd32704e705d2f8193fa74&mi_id=0000DYjylWRO8gHlxO8bZ5hGERbbRyc0YDVqRa2qTRDOIrc&skuId=5891824738433&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%2259af94b40b492b98795f0d204d343ad0%22%7D&spm=a21n57.1.item.11,9,美的,2593.35,288.15,https://gw.alicdn.com/bao/uploaded/i2/2113137560/O1CN01tPrKUn25iXJAt8XWx_!!2113137560.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.44017E+11,[政府补贴] 万和双伺服增压家用恒温燃气热水器ME5T/M6官方旗舰店,891.65,万和以旧换新旗舰店,https://detail.tmall.com/item.htm?id=944017494363&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=4ef0782df7fb528c5fa24d4a1beb49955d001498&mi_id=0000-i7OFun3JqKQ94hv8hFmPF-CTW_B7as4ZprqcFOldME&skuId=6059268667872&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%228ff18c44d7ea323ab2bdc49cc614f569%22%7D&spm=a21n57.1.item.12,11,万和,9808.15,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7.93995E+11,前锋燃气热水器13升家用电天然气洗澡恒温XAT1强排速热水器燃气款,865.3,前锋蓝宝专卖店,https://detail.tmall.com/item.htm?id=793994892720&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000HuG8DzaCqdqEj1jS0MHpXE7hV1e6Qp4sNwl6sQRkv0s&skuId=5421749801889&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%225c5694046140f3761b83ddcbdacdcf51%22%7D&spm=a21n57.1.item.17,8,前锋,6922.4,865.3,https://gw.alicdn.com/bao/uploaded/i4/2202578283985/O1CN01m4JrTq1fJB4pnwKHh_!!2202578283985.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6.24276E+11,万家乐燃气热水器T1家用电16L天然气液化气煤气恒温12升13升16升,738.65,万家乐奥徕德专卖店,https://detail.tmall.com/item.htm?id=624276007190&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000-AdWStbKlsYa4-F_Z9C9WRp4nPOAKdZkiY8RKiaAi8E&skuId=5264196072392&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%2272f20ff484e1d2b8d74880fcf0b4953b%22%7D&spm=a21n57.1.item.18,8,万家乐,5909.2,738.65,https://gw.alicdn.com/bao/uploaded/i2/843591712/O1CN01jc0qCY1OW8w4EFkQC_!!843591712.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.02453E+11,华帝白色零冷水燃气热水器i12262恒温家用天然气16升官方旗舰店,1704.59,华帝烟灶旗舰店,https://detail.tmall.com/item.htm?id=902452654771&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000CwnR334KRhvMQZWTat0eRffxZKNa5G2_zHkOVuv2wlI&skuId=6037052686283&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%22cc2e5b54d2a2dfdb16b690ebe47ea23c%22%7D&spm=a21n57.1.item.19,13,华帝,22159.67,1759.2,https://gw.alicdn.com/bao/uploaded/i2/3296198234/O1CN01VwMz1i2AhEHNiWy5o_!!3296198234.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8.34937E+11,万和JSQ30-16W15 燃气热水器 水伺服恒温 变频风机 瀑布浴,1784.15,天猫优品官方旗舰店,https://detail.tmall.com/item.htm?id=834937108554&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=d85dac727c6cdf0a0ca5aef91b397f9bc5f2c533&mi_id=0000Hlm_dbrvEsAKyApzeT0XDHuArVjteNWJZJ8fkv4iAf4&skuId=5587517985660&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%22e4c697e61f3f5d065a590051fca8bd7e%22%7D&spm=a21n57.1.item.22,8,万和,14273.2,1784.15,https://gw.alicdn.com/bao/uploaded/i3/3402329517/O1CN01CkYHsg2KAqEQFXNm9_!!3402329517.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7.30932E+11,[政府补贴]美的燃气热水器13L16升家用天然气增压水伺服恒温KS3,934.15,美的厨卫旗舰店,https://detail.tmall.com/item.htm?id=730931601741&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000SctifKQv4rLju1w3gBLdh3KbGht6MaEbreAIyakPhlw&skuId=5503834488526&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%22e69209ece63b56a6f83a77d2c5c8fd29%22%7D&spm=a21n57.1.item.23,8,美的,7473.2,934.15,https://gw.alicdn.com/bao/uploaded/i4/2215635917781/O1CN015wYSue27LkrynvbPT_!!2215635917781.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6.85288E+11,[政府补贴]海尔燃气热水器天然气变频恒温13升16L家用强排式MODEL,619,海尔首席专卖店,https://detail.tmall.com/item.htm?id=685288046691&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000omtwKziNCLhmHvSsqVY81g6am5eVER2ApMQTAWii9AQ&skuId=6028782171802&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%22db5de01a7935ccfc2f0ed2fef49f76b0%22%7D&spm=a21n57.1.item.28,14,海尔,8666,619,https://gw.alicdn.com/bao/uploaded/i4/3778661071/O1CN01OCerFE1JmZFmQKas8_!!3778661071.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7.10093E+11,政府补贴万家乐燃气热水器T8家用天然气水伺服恒温14L16升玻璃T6S,1018.1,万家乐热水器旗舰店,https://detail.tmall.com/item.htm?id=710092594624&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000mDRptE8RsFqD4Mq1nrN6pHdAOJq4vPcm0L8jmPYbsR4&skuId=5932211499056&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%22beca87d3a2e1334c1a2c1b36cb2c9227%22%7D&spm=a21n57.1.item.33,8,万家乐,8144.8,891.65,https://gw.alicdn.com/bao/uploaded/i3/2215656431947/O1CN01yoxcWp1QFm6HjsnDj_!!2215656431947.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6.80544E+11,[政府换新补贴]卡萨帝燃气热水器CWS增压恒温天然气静音零冷水,5230.74,海尔官方旗舰店,https://detail.tmall.com/item.htm?id=680543783146&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000pojO_tw_rbOOvyQtbP3csHTncDp4QTav3JtEx8c_wTc&skuId=5410990155146&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%22db9201c8f9a569adcfc2e934fe9b42ab%22%7D&spm=a21n57.1.item.34,8,卡萨帝,41845.92,5299,https://gw.alicdn.com/bao/uploaded/i2/470168984/O1CN01TL64tt2GEjCpDTThP_!!470168984.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6.65479E+11,政府补贴万家乐燃气热水器家用天然气16升双增压零冷水节能王PLU5,1527.01,万家乐兴典专卖店,https://detail.tmall.com/item.htm?id=665478708265&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000ke9t28awMUi3gXf6NXSVeDU_QHUZFKzr62O7nzHc6EM&skuId=5792466016191&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%22e89482f1186a55e65fdac4ca5d8675c6%22%7D&spm=a21n57.1.item.35,8,Macro/万家乐,12216.08,1239.2,,,525x340x170mm 558x340x175mm 557x340x175mm,全国联保,机械加电辅防冻,14.5kg 16.5kg 14kg,其他智能,96个月,强排式,未安装排烟管禁止使用,756x515x263mm 813x575x262mm,一级,11.5kg 14kg 10.5kg 13kg,是 否,零冷水,中国大陆,天然气,钢化玻璃 钢化玻璃+不锈钢,是,8层 10层,直弯烟管组合,TLU3 R PLU5 U7R1 J,微处理器+燃气调节,35W 40W,JSLQ22-13TLU3-1珍珠白【性价比】 JSLQ22-13PL5高光白【AI半管节能】 JSLQ27-16PLU5高光白【AI半管节能】 JSLQ27-16RL7北极蓝【AI半管节能】 JSLQ27-16TLU5斜纹深灰【AI半管节能】 JSLQ27-16U7R1星空灰【AI半管节能】,2.02001E+15,,,,,,,JSLQ27-16RL7 JSLQ22-13TLU3-1 JSLQ22-13PL5 JSLQ27-16PLU5 JSLQ27-16U7R1 JSLQ27-16TLU5,广东万家乐燃气具有限公司,送货上门安装,,,,,,,,,,,,,,,,,,,,
11,9.09354E+11,美的全面玻璃屏双增压零冷水燃气热水器JSQ30-XP6 Ultra,2899,天猫优品官方直营,https://detail.tmall.com/item.htm?id=909354033368&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000mvxQgbnZCKHhAqPagWloF8grqIPLj9m9jb7zReI6MW0&skuId=5938285355088&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%2297baf055e59d17e6fab6d0805888847c%22%7D&spm=a21n57.1.item.37,8,美的,23192,2899,https://img.alicdn.com/imgextra/i3/3402329517/O1CN01eB81oD2KAqPBe36p2_!!4611686018427383213-0-item_pic.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7.08165E+11,政府补贴华帝燃气热水器EC5水伺服恒温家用天然气16L静音节能151S,1061.48,华帝热水器旗舰店,https://detail.tmall.com/item.htm?id=708165499493&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000Fxs7JpKYwz242aLqbHk2sNB1tZ36h9AmWp0DwNoaIp4&skuId=5890746169899&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%22dde6646c36ab7e1eac0acc72f1c41b76%22%7D&spm=a21n57.1.item.42,8,华帝,8491.84,1104.15,https://gw.alicdn.com/bao/uploaded/i4/2096903549/O1CN01DfItV81c5Ui1HFwNL_!!2096903549.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6.78767E+11,[政府补贴15%]万家乐T6S安睡洗TS6S水伺服恒温燃气速热水器家用07,1049,喵速达电器官方旗舰店,https://detail.tmall.com/item.htm?id=678766796005&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=38a3da70aa92eff1a63049eadd39bf4c5719dafd&mi_id=0000M4uQG_nMCgOT1_e8L8Y1ZydvymChhuSrluwbqWEAq-8&skuId=5821596151552&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%223fc2cd1026035769783cbd02d0fc2427%22%7D&spm=a21n57.1.item.43,11,万家乐,11539,1049,https://gw.alicdn.com/bao/uploaded/i1/2213856588863/O1CN015oUZa42FLJLBGUgIb_!!2213856588863.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7.09813E+11,新品海尔燃气热水器天然气家用全面屏智能恒温变频强排式13/16升,776.78,haier海尔隆阳专卖店,https://detail.tmall.com/item.htm?id=709812684036&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000yHRYIqb5Kk5olKUeWbS8FOd0U5IiEXjmUNfee831rGg&skuId=5780943739195&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%22c574bb107d80feddeb72ebf5ee1939bf%22%7D&spm=a21n57.1.item.45,7,海尔,5437.46,849,https://gw.alicdn.com/bao/uploaded/i2/2855499667/O1CN017UJGwB2LHXl4j8O9w_!!2855499667.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.27204E+11,Haier/海尔燃气热水器家用天然气12升液化气16L煤气13UTS洗澡,539,海尔早讯专卖店,https://detail.tmall.com/item.htm?id=927203848006&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000lmxiH8TPYDN38tJEXd7ZnoGNttGmHpzKwCBLR6SyNHY&skuId=5806634392942&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%22e9157beb30cd782faa81ac6cea01eabb%22%7D&spm=a21n57.1.item.46,7,海尔,3773,539,https://img.alicdn.com/imgextra/i4/2217537538805/O1CN01BGY31x2EukPtmMpYv_!!4611686018427382517-2-item_pic.png_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6.69577E+11,[以旧换新补贴]华帝燃气热水器EC5水伺服恒温家用天然气节能151S,1061.67,华帝厨卫旗舰店,https://detail.tmall.com/item.htm?id=669577383912&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00009nANfn1_7Xz4Itnh6cqsOwuCmlYXxJ1WtZ2L8VJA0Js&skuId=6036905270703&priceTId=214783e017550608003541533e10c3&utparam=%7B%22aplus_abtest%22%3A%22066b3b25d050a7ec970525e5767c79da%22%7D&spm=a21n57.1.item.48,7,华帝,7431.69,1104.15,https://gw.alicdn.com/bao/uploaded/i2/1743125211/O1CN01VIODFl1oMgyLago1p_!!1743125211.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.40478E+11,小米官方米家燃气热水器N1天然气家用增压零冷水恒温16升政府补贴,1424.61,小米官方旗舰店,https://detail.tmall.com/item.htm?id=740477923827&ns=1&detail_redpacket_pop=true&query=%E7%87%83%E6%B0%94%20%E7%83%AD%E6%B0%B4%E5%99%A8&xxc=ad_ztc&mi_id=0000otQP0JK2JY6aBJmfjgG0r5GmjlAwH0NnuDVzmOLX7QU&skuId=5864521900560&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%223df9b4648a13cbc25097d1a0bb774329%22%7D&spm=a21n57.1.item.1,7,小米,9972.27,1444.15,https://gw.alicdn.com/bao/uploaded/i1/1714128138/O1CN01uRypSq29zGDTtHEwd_!!1714128138.png_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.57208E+11,前锋热水器套餐家用燃气热水器12升XAT1+16升FD720大平层专用,1700,前锋瑞祥专卖店,https://detail.tmall.com/item.htm?id=957208201356&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000Ml-cDqdIoAJmEobmShbYwh9TD-yXT7_5FF3p69vZzfs&skuId=5882298620636&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22622eb3b29a8d2cfc769e4dea24ed19cf%22%7D&spm=a21n57.1.item.2,7,前锋,11900,1700,https://img.alicdn.com/imgextra/i4/2218848891851/O1CN01Y22Kvk1PXoC98eLb7_!!4611686018427384779-0-item_pic.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.87797E+11,【小云朵Pro】老板燃气热水器350恒温密闭17升水伺服家用天然气,2294.15,老板厨电旗舰店,https://detail.tmall.com/item.htm?id=787796541993&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000Fk9Z0zlCu6ka-Lh__gYPtFKF3HZX1teKXJJJ7BKBdLw&skuId=6053409658725&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%2282c2ed4cc22578579c51958bc85938a8%22%7D&spm=a21n57.1.item.3,7,老板,16059.05,2294.15,https://gw.alicdn.com/bao/uploaded/i3/1659297059/O1CN01WezmKm2214uAFhGpl_!!1659297059.png_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.68242E+11,帅康BCLE1零冷水13L/16L燃气热水器家用天然气恒温燃热官方旗舰,1529.15,帅康旗舰店,https://detail.tmall.com/item.htm?id=768241598567&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00008JNOS5IQpEFpqkN31D9T_zNRYzCD7sQb7F7ccviAgmU&skuId=5604791617626&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22bdb9278d4b4f03985201b540cb3a0abb%22%7D&spm=a21n57.1.item.7,7,帅康,10704.05,1529.15,https://gw.alicdn.com/bao/uploaded/i2/103399436/O1CN01DgTHfm2JZkGqZZNfG_!!103399436.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.42994E+11,能率旗舰店小云朵MAX天燃气热水器恒温无感家用EA6A水量伺服器,4299,能率官方旗舰店,https://detail.tmall.com/item.htm?id=842994124707&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000C1puicxLvoK_4cCUbDkCfJiM9BrNqSgmOCNv6xCvZ0w&skuId=5614863676097&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22e482ba8d80002b6a84c835327b9f5745%22%7D&spm=a21n57.1.item.9,7,能率,30093,4299,https://picasso.alicdn.com/imgextra/O1CNA1WHwfkX1CBHiXrfo2o_!!844390042-0-psf.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.34409E+11,[小蛮腰零冷水版]林内燃气热水器家用恒温天然气16/20/24升GD61R,5311.74,林内热水器旗舰店,https://detail.tmall.com/item.htm?id=734408569925&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000R3Xbv0Go4AaDH0f5Zs81mWCohwodgJn6WA5YK5J0Ia0&skuId=5248681702245&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%220b55aeecf175a0f7534bbea7edf15dd5%22%7D&spm=a21n57.1.item.10,7,林内,37182.18,5380,https://img.alicdn.com/imgextra/i1/2208107135654/O1CN01oSQN3f1rdaRIMi8hi_!!2208107135654.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6.71507E+11,[政府补贴]万和电热水器出水断电洗澡家用节能一级能效60升速热Q8,638.4,vanward万和官方旗舰店,https://detail.tmall.com/item.htm?id=671506820053&ns=1&detail_redpacket_pop=true&query=%E7%87%83%E6%B0%94%20%E7%83%AD%E6%B0%B4%E5%99%A8&xxc=ad_ztc&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=c69e423c9b3b3b5856a01ac9d1712c445e57233f&mi_id=0000s6lINbSo8K5OG5y5zGxfyTlIRDHLuMwDBx3PuLsjcJQ&skuId=5138666524821&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%227d6668eaee50a7c77ab3eb75dd1c0ce6%22%7D&spm=a21n57.1.item.11,7,万和,4468.8,638.4,https://gw.alicdn.com/bao/uploaded/i3/1638292152/O1CN01qkj2WW1RlfNb7b1qN_!!1638292152.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.15068E+11,万和燃气热水器官方旗舰店洗澡家用天然气水伺服增压恒温16升WME5,1018.3,万和热水器旗舰店,https://detail.tmall.com/item.htm?id=715068498055&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=348cc75904dedb8b9e986a742f5156bdf4df9860&mi_id=0000YAREzaECumEyPUG5bUJ7lQ9PMBiZlz_S40lA5QZUKAg&skuId=5984492306679&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%2231783957a0a20366cd9e4f4bc6d62684%22%7D&spm=a21n57.1.item.13,7,万和,7128.1,1018.3,https://gw.alicdn.com/bao/uploaded/i3/2215817049436/O1CN01I7n4692JZkMD9aIRp_!!2215817049436.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.73384E+11,[新品]林内16升水伺服燃气热水器小蛮腰家用恒温天然气JSQ31-GT52,5499,天猫优品官方直营,https://detail.tmall.com/item.htm?id=873384459948&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000mE__jxl9zgdSD-irafHNiDZ10BLvZw7AbDcR3GIKWQY&skuId=5708146560837&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22d72a95bc5425c289762b8bda82960099%22%7D&spm=a21n57.1.item.14,7,林内,38493,5499,https://img.alicdn.com/imgextra/i1/3402329517/O1CN016i0M4y2KAqKhbdPd4_!!0-item_pic.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.17005E+11,政府补贴|樱花燃气热水器家用天然气零冷水16L即热智能恒温LP702,1769,樱花整体厨房旗舰店,https://detail.tmall.com/item.htm?id=717005233094&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000UysXp2CBG3SIi6LXveRiuIkm4MHyWZfXkoqCPexTnnk&skuId=5761246483088&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22391c608a61e08fdc215785d80400dd2d%22%7D&spm=a21n57.1.item.17,7,樱花,12383,1769,https://gw.alicdn.com/bao/uploaded/i3/2873556477/O1CN01oixtpf1xiWNfj6NSo_!!2873556477.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6.13E+11,林内燃气热水器家用恒温天然气智能安全洗澡官方旗舰13/16升C100W,3199,林内官方旗舰店,https://detail.tmall.com/item.htm?id=613000354947&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00008WGzoTuZWNyiNpq7ahFaEREUpVAvqaW2DmdlRmed7Lk&skuId=4799109124510&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22dd19c8eb2dbe297ef11f8cdb585c1556%22%7D&spm=a21n57.1.item.18,7,林内,22393,3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.34756E+11,【精品】美的恒温式燃气热水器JSQ30-XQ4,4399,天猫优品官方旗舰店,https://detail.tmall.com/item.htm?id=834756385521&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000mjAyXlJ2BmKb6frEW3QuBIdVJrb3dqqucF1KFZQefmw&skuId=5585016852272&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%222f43dc345f7b12c5b03d643c1ce274a2%22%7D&spm=a21n57.1.item.19,10,美的,43990,4399,https://img.alicdn.com/imgextra/i1/3402329517/O1CN01Nltoji2KAqKJlxSis_!!0-item_pic.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.19038E+11,【政府补贴15%】万家乐燃气热水器家用平衡式天然气浴室安装1231,799,苏宁易购官方旗舰店,https://detail.tmall.com/item.htm?id=719038084937&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00004JBSxvmIfSvBW6UyedKdfUj98n5esmMl-J9M74nm21c&skuId=5019037477395&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22561bb9d83acee64f1c07689493761ccd%22%7D&spm=a21n57.1.item.20,7,万家乐,5593,799,https://gw.alicdn.com/bao/uploaded/i4/2616970884/O1CN01UN3N4p1IOv8Dq2KLW_!!2616970884.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6.80663E+11,[政府补贴] 万和水伺服增压恒温洗澡防冻13升燃气热水器565W,1098,vanward万和官方旗舰店,https://detail.tmall.com/item.htm?id=680663260802&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000QEV3IltCVYJxDorjZC_bp8lO7h2qOHqXWHNiGIAc--8&skuId=5884143110710&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22e6fae892b179958b606754cc5807547e%22%7D&spm=a21n57.1.item.21,7,万和,7686,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.27163E+11,全预混容积式燃气热水器200 320 380 500升低氮冷凝50kW99kW,6900,诺德朗电器专营店,https://detail.tmall.com/item.htm?id=927162900767&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000viR4UTqd65T2s9MkZJlQC5pnhgRxj6NlkgqujPi2tTE&skuId=5808326557032&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%2220611e0860f5f763445ba97f784da833%22%7D&spm=a21n57.1.item.22,7,未识别,48300,6900,https://gw.alicdn.com/bao/uploaded/i4/2097911447/O1CN01jBkLtL1MYmAHMFEYB_!!2097911447.png_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.31524E+11,海尔燃气热水器18升家用大容量天然气增压零冷水磁化净水水气双调,1673.28,haier海尔隆阳专卖店,https://detail.tmall.com/item.htm?id=731524011344&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000T65uZPRjbHjZqhkNolf0UBKgttpdlB-RqFNjGexU_lI&skuId=5610920516360&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%221eb382cc52b4d0de8ce96d20c120e959%22%7D&spm=a21n57.1.item.24,7,海尔,11712.96,1849,https://gw.alicdn.com/bao/uploaded/i1/2855499667/O1CN0102gJGW2LHXk969RoH_!!2855499667.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
